"progress","duration","qualtrics_id","id","doi","d_filter","d_synth","c_filter","comments","cr-1","cr-1-1	","cr-1-2","cr-3","cr-3-text","cr-4","cr-4-text","cr-f-1","cr-f-2","cr-f-1-1","cr-a-1","cr-a-2","cr-i-1","cr-i-2","cr-i-3","cr-i-4","cr-r-1","cr-r-2","cr-r-3","cr-r-1-1","dr-1","dr-1-1","dr-1-2","dr-1-2-1","dr-2","dr-2-1","dr-f-1","dr-f-2","dr-f-3","dr-f-1-1","dr-a-1","dr-a-2","dr-i-1","dr-i-2","dr-r-1","dr-r-2","dr-r-3","dr-r-1-1"
"100","1337","R_3U1r0gLBVUZRaLv","210","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2055036","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/journal_contribution/Filling_gaps_of_cartographic_polylines_by_using_an_encoder-decoder_model/14742717?file=31760234","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/journal_contribution/Filling_gaps_of_cartographic_polylines_by_using_an_encoder-decoder_model/14742717?file=31760234","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","","Yes","https://figshare.com/articles/journal_contribution/Filling_gaps_of_cartographic_polylines_by_using_an_encoder-decoder_model/14742717?file=31760234","","","No","","Yes","Yes","No","https://figshare.com/articles/journal_contribution/Filling_gaps_of_cartographic_polylines_by_using_an_encoder-decoder_model/14742717?file=31760234","Yes","No","No","No","No","Yes","No",""
"100","119","R_3BWAArq6ypSZJ05","211","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2097683","Yes","Yes","Yes","","No","","","Other, please specify","The link shared for code is not found anymore. ","No","","","","","","","","","","","","","","","No","","Other, please specify","provided a link, however the link not available.","No","","","","","","","","","","","","",""
"100","383","R_3n2CO7IHaJoepU1","211","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2097683","Yes","Yes","Yes","the repository is not publicly available. Users need to sign up for Gitlab in order to access the data. ","Yes","gitlab","https://gitlab.com/mapsurvey/perceptual-regions.","","","Unclear, specify why","The repository is not publicly accessible. ","Yes","Yes","https://gitlab.com/mapsurvey/perceptual-regions.","Unclear","Unclear","Unclear","Unclear","Unclear","No","Unclear","Unclear","Unclear","","Yes","https://gitlab.com/mapsurvey/sfe.","","","No","","Yes","Yes","Unclear","https://gitlab.com/mapsurvey/sfe.","Unclear","Unclear","Unclear","Unclear","Unclear","Unclear","No",""
"100","689","R_3Hbrmwt2fNEtEVq","212","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2087223","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/TrainingDML-AI_JSON_Encoding/16625071","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/TrainingDML-AI_JSON_Encoding/16625071","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/TrainingDML-AI_JSON_Encoding/16625071","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/TrainingDML-AI_JSON_Encoding/16625071","Yes","No","No","No","No","Yes","No",""
"100","220","R_3LtwjdXml82nZwR","214","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2092115","Yes","Yes","Yes","https://figshare.com/articles/dataset/TernaryKG_zip/13350737/2","Yes","figshare","https://figshare.com/articles/dataset/TernaryKG_zip/13350737/2","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/TernaryKG_zip/13350737/2","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/TernaryKG_zip/13350737/2","","","Yes","https://figshare.com/articles/dataset/TernaryKG_zip/13350737/2","Yes","Yes","Yes","https://figshare.com/articles/dataset/TernaryKG_zip/13350737/2","Yes","Unclear","Yes","Yes","No","Yes","No",""
"100","757","R_3KNRKJMIflHKlkj","215","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2100892","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/The_data_and_code_of_the_GCNNWR_model/19092842?file=36120593","","","Unclear, specify why","No Readme.txt file to describe the data.","Yes","Yes","https://figshare.com/articles/software/The_data_and_code_of_the_GCNNWR_model/19092842?file=36120593","Yes","Yes","No","No","No","No","No","Yes","No","","Yes","https://figshare.com/articles/software/The_data_and_code_of_the_GCNNWR_model/19092842?file=36120593","","","No","","Yes","Yes","No","https://figshare.com/articles/software/The_data_and_code_of_the_GCNNWR_model/19092842?file=36120593","Yes","No","No","No","No","Yes","No",""
"100","231","R_3r0RXw2cUo2YrSp","216","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2103819","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/journal_contribution/ECCGNN_Date_and_Code/16675342/1","","","Yes","","Yes","Yes","https://figshare.com/articles/journal_contribution/ECCGNN_Date_and_Code/16675342/1","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","","Yes","https://figshare.com/articles/journal_contribution/ECCGNN_Date_and_Code/16675342/1","","","Yes","https://figshare.com/articles/journal_contribution/ECCGNN_Date_and_Code/16675342/1","Yes","Yes","Yes","https://figshare.com/articles/journal_contribution/ECCGNN_Date_and_Code/16675342/1","Yes","Unclear","Yes","Yes","No","Yes","No",""
"100","270","R_3YDmq2k8n2ve5qN","217","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2107208","Yes","Yes","Yes","","Yes","zenodo","https://zenodo.org/records/6327562","","","Unclear, specify why","The sophistification may impede the replication process.","Yes","Yes","https://zenodo.org/records/6327562","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","No","","Yes","https://zenodo.org/records/6327562","","","No","","Yes","Yes","No","https://zenodo.org/records/6327562","Yes","Unclear","No","No","No","Yes","No",""
"100","214","R_3IrWl8j2EkKeseB","218","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2087224","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/thesis/BERT_CNN_BiLSTM_CRF_zip/19326413?file=34323974","","","Unclear, specify why","No Readme.txt to describe the data.","Yes","Yes","https://figshare.com/articles/thesis/BERT_CNN_BiLSTM_CRF_zip/19326413?file=34323974","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/thesis/BERT_CNN_BiLSTM_CRF_zip/19326413?file=34323974","","","No","","Yes","Yes","No","https://figshare.com/articles/thesis/BERT_CNN_BiLSTM_CRF_zip/19326413?file=34323974","Yes","No","No","No","No","Yes","No",""
"100","177","R_3TvAZ13rlk3BD7y","219","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2044484#ack","Yes","Yes","Yes","","Yes","figshare","https://github.com/DigitalGeographyLab/","","","Unclear, specify why","Codes are only in demo. ","Yes","Yes","https://github.com/DigitalGeographyLab/","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/software/Detecting_country_of_residence_from_social_media_data_-_scripts_and_examples/12504773?file=34015121","","","Yes","https://figshare.com/articles/software/Detecting_country_of_residence_from_social_media_data_-_scripts_and_examples/12504773?file=34015121","Yes","Yes","Yes","https://github.com/DigitalGeographyLab/","Yes","Unclear","Yes","Yes","Unclear","Yes","No",""
"100","206","R_3Qrn75klu5EJuhS","220","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2048387","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/journal_contribution/Generation_of_the_navigable_space/11341172/2","","","Yes","","Yes","Yes","https://figshare.com/articles/journal_contribution/Generation_of_the_navigable_space/11341172/2","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/journal_contribution/Generation_of_the_navigable_space/11341172/2","","","No","","Yes","Yes","No","https://figshare.com/articles/journal_contribution/Generation_of_the_navigable_space/11341172/2","Yes","No","No","No","No","Yes","No",""
"100","245","R_3sQK8GwAVj8gbTw","221","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2032080","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Data_code_and_video_of_a_VR_experiment_on_indoor_wayfinding/14413040/1","","","Unclear, specify why","No Read.txt. or other data for reference. ","Yes","Yes","https://figshare.com/articles/dataset/Data_code_and_video_of_a_VR_experiment_on_indoor_wayfinding/14413040/1","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","No","","Yes","https://figshare.com/articles/dataset/Data_code_and_video_of_a_VR_experiment_on_indoor_wayfinding/14413040/1","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Data_code_and_video_of_a_VR_experiment_on_indoor_wayfinding/14413040/1","Yes","No","No","No","Unclear","Yes","No",""
"100","208","R_33E76VNg06IgZ8J","222","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2072849","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/Data_and_Code_for_IJGIS_paper/19606960/1?file=34826926","","","Yes","","Yes","Yes","https://figshare.com/articles/software/Data_and_Code_for_IJGIS_paper/19606960/1?file=34826926","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/software/Data_and_Code_for_IJGIS_paper/19606960/1?file=34826926","","","No","","Yes","Yes","No","https://figshare.com/articles/software/Data_and_Code_for_IJGIS_paper/19606960/1?file=34826926","Yes","No","No","No","No","Yes","No",""
"100","212","R_35uSc2ujMTcgpX8","223","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2045605","Yes","Yes","Yes","","Yes","zenodo","https://zenodo.org/records/6002873","","","Unclear, specify why","","Yes","Yes","https://zenodo.org/records/6002873","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","","Yes","https://zenodo.org/records/6002873","","","No","","Yes","Yes","No","https://zenodo.org/records/6002873","Yes","No","No","No","No","Yes","No",""
"100","367","R_3foB06S42mxHv65","224","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2040510#ack","Yes","Yes","Yes","","Yes","github","https://github.com/RightBank/Semantics-preserved-POI-embedding/blob/main/LICENSE","","","Yes","","Yes","Yes","https://github.com/RightBank/Semantics-preserved-POI-embedding/blob/main/LICENSE","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unclear","GNU General Public License v3.0","Yes","https://github.com/RightBank/Semantics-preserved-POI-embedding","","","No","","Yes","Yes","No","https://github.com/RightBank/Semantics-preserved-POI-embedding/blob/main/LICENSE","Yes","Unclear","No","No","Yes","Yes","No","GNU General Public License v3.0"
"100","257","R_3Mg3dzGjZoWQyu5","226","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2050733","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/journal_contribution/Estimating_door-to-door_travel_times_using_a_synthetic_population_enriched_with_smart_card_data_-_Scripts_and_data/19218195?file=34140432","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/journal_contribution/Estimating_door-to-door_travel_times_using_a_synthetic_population_enriched_with_smart_card_data_-_Scripts_and_data/19218195?file=34140432","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/journal_contribution/Estimating_door-to-door_travel_times_using_a_synthetic_population_enriched_with_smart_card_data_-_Scripts_and_data/19218195?file=34140432","","","No","","Yes","Yes","Yes","https://figshare.com/articles/journal_contribution/Estimating_door-to-door_travel_times_using_a_synthetic_population_enriched_with_smart_card_data_-_Scripts_and_data/19218195?file=34140432","Yes","Unclear","No","No","No","Yes","No",""
"100","278","R_32UTprCj04vg1Bb","227","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2055037","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/journal_contribution/Multilayer_networks_and_dynamical_communities/19337546?file=34341671","","","Unclear, specify why","No Readme.txt to describe the data they shared.","Yes","Yes","https://figshare.com/articles/journal_contribution/Multilayer_networks_and_dynamical_communities/19337546?file=34341671","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","","Yes","https://figshare.com/articles/journal_contribution/Multilayer_networks_and_dynamical_communities/19337546?file=34341671","","","No","","Yes","Yes","No","https://figshare.com/articles/journal_contribution/Multilayer_networks_and_dynamical_communities/19337546?file=34341671","Yes","No","No","No","No","Unclear","No",""
"100","494","R_3GGSbZcShQ2IQpP","228","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2069774","Yes","Yes","Yes","","Yes","fugshare","https://figshare.com/articles/software/IJGIS_evacuation_Phuc_Xa/16622437/1?file=30927184","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/software/IJGIS_evacuation_Phuc_Xa/16622437/1?file=30927184","","","No","","Yes","Yes","No","https://figshare.com/articles/software/IJGIS_evacuation_Phuc_Xa/16622437/1?file=30927184","Yes","No","No","No","No","Yes","No",""
"100","356","R_3rIDFj9gDhv6aXv","229","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2072850","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/online_resource/BiFlowAMOEBA_for_the_identification_of_arbitrarily_shaped_clusters_in_bivariate_flow_data/19640511?file=34880808","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/online_resource/BiFlowAMOEBA_for_the_identification_of_arbitrarily_shaped_clusters_in_bivariate_flow_data/19640511?file=34880808","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/online_resource/BiFlowAMOEBA_for_the_identification_of_arbitrarily_shaped_clusters_in_bivariate_flow_data/19640511?file=34880808","","","No","","Yes","Yes","No","https://figshare.com/articles/online_resource/BiFlowAMOEBA_for_the_identification_of_arbitrarily_shaped_clusters_in_bivariate_flow_data/19640511?file=34880808","Yes","No","No","No","Unclear","Yes","No",""
"100","281","R_3dNsAsKGwphFKKH","230","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2073595","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Density-based_clustering_for_two-component_flow_data/14483118?file=34413269","","","Unclear, specify why","No metadata information.","Yes","Yes","https://figshare.com/articles/dataset/Density-based_clustering_for_two-component_flow_data/14483118?file=34413269","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Density-based_clustering_for_two-component_flow_data/14483118?file=34413269","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Density-based_clustering_for_two-component_flow_data/14483118?file=34413269","Yes","No","No","No","No","Yes","Yes",""
"100","847","R_3YsN03mAXi9t2mY","231","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2075878","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Code_and_Data_zip/14759976?file=33981266","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/Code_and_Data_zip/14759976?file=33981266","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Code_and_Data_zip/14759976?file=33981266","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Code_and_Data_zip/14759976?file=33981266","Yes","No","No","No","No","Yes","No",""
"100","524","R_3kLH6gXsvAUloNX","232","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2087222","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/A_multi-source_spatio-temporal_data_cube_for_large-scale_geospatial_analysis/15032847","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/software/A_multi-source_spatio-temporal_data_cube_for_large-scale_geospatial_analysis/15032847","Yes","Yes","Yes","Yes","No","No","No","Yes","No","","Yes","https://figshare.com/articles/software/A_multi-source_spatio-temporal_data_cube_for_large-scale_geospatial_analysis/15032847","","","No","","Yes","Yes","No","https://figshare.com/articles/software/A_multi-source_spatio-temporal_data_cube_for_large-scale_geospatial_analysis/15032847","Yes","No","No","No","No","Yes","No",""
"100","245","R_3q54tYrrSnqbijY","233","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2092116","Yes","Yes","Yes","","Yes","zenodo","https://zenodo.org/records/5771448","","","Unclear, specify why","No Readme text or documents describe the data. ","Yes","Yes","https://zenodo.org/records/5771448","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://zenodo.org/records/5771448","","","No","","Yes","Yes","No","https://zenodo.org/records/5771448","Yes","No","No","No","No","Yes","No",""
"100","372","R_3v6XMlUkMJw1ETr","234","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2053980","Yes","Yes","Yes","","Yes","Both github and figshare","https://github.com/GeoDS/STICC","","","Yes","","Yes","Yes","https://github.com/GeoDS/STICC","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","BSD 2Clause License","Yes","https://github.com/GeoDS/STICC/blob/master/LICENSE","","","No","","Yes","Yes","No","https://github.com/GeoDS/STICC","Yes","Unclear","No","No","Unclear","Yes","Unclear",""
